name;common_name;iso_639_1;iso_639_2b;iso_639_2t;iso_639_3;is_common;type
Ngäbere;Ngäbere;;;;gym;false;living
Guyanese Creole English;Guyanese Creole English;;;;gyn;false;living
Guarayu;Guarayu;;;;gyr;false;living
Gunya;Gunya;;;;gyy;false;extinct
Ganza;Ganza;;;;gza;false;living
Gazi;Gazi;;;;gzi;false;living
Gane;Gane;;;;gzn;false;living
Han;Han;;;;haa;false;living
Hanoi Sign Language;Hanoi Sign Language;;;;hab;false;living
Gurani;Gurani;;;;hac;false;living
Hatam;Hatam;;;;had;false;living
Eastern Oromo;Eastern Oromo;;;;hae;false;living
Haiphong Sign Language;Haiphong Sign Language;;;;haf;false;living
Hanga;Hanga;;;;hag;false;living
Hahon;Hahon;;;;hah;false;living
Haida;Haida;;hai;hai;hai;false;living
Hajong;Hajong;;;;haj;false;living
Hakka Chinese;Hakka Chinese;;;;hak;false;living
Halang;Halang;;;;hal;false;living
Hewa;Hewa;;;;ham;false;living
Hangaza;Hangaza;;;;han;false;living
Hakö;Hakö;;;;hao;false;living
Hupla;Hupla;;;;hap;false;living
Ha;Ha;;;;haq;false;living
Harari;Harari;;;;har;false;living
Haisla;Haisla;;;;has;false;living
Haitian;Haitian;ht;hat;hat;hat;false;living
Hausa;Hausa;ha;hau;hau;hau;false;living
Havu;Havu;;;;hav;false;living
Hawaiian;Hawaiian;;haw;haw;haw;false;living
Southern Haida;Southern Haida;;;;hax;false;living
Haya;Haya;;;;hay;false;living
Hazaragi;Hazaragi;;;;haz;false;living
Hamba;Hamba;;;;hba;false;living
Huba;Huba;;;;hbb;false;living
Heiban;Heiban;;;;hbn;false;living
Ancient Hebrew;Ancient Hebrew;;;;hbo;false;historical
Serbo-Croatian;Serbo-Croatian;sh;;;hbs;false;living
Habu;Habu;;;;hbu;false;living
Andaman Creole Hindi;Andaman Creole Hindi;;;;hca;false;living
Huichol;Huichol;;;;hch;false;living
Northern Haida;Northern Haida;;;;hdn;false;living
Honduras Sign Language;Honduras Sign Language;;;;hds;false;living
Hadiyya;Hadiyya;;;;hdy;false;living
Northern Qiandong Miao;Northern Qiandong Miao;;;;hea;false;living
Hebrew;Hebrew;he;heb;heb;heb;true;living
Herdé;Herdé;;;;hed;false;living
Helong;Helong;;;;heg;false;living
Hehe;Hehe;;;;heh;false;living
Heiltsuk;Heiltsuk;;;;hei;false;living
Hemba;Hemba;;;;hem;false;living
Herero;Herero;hz;her;her;her;false;living
Hai//om;Hai//om;;;;hgm;false;living
Haigwai;Haigwai;;;;hgw;false;living
Hoia Hoia;Hoia Hoia;;;;hhi;false;living
Kerak;Kerak;;;;hhr;false;living
Hoyahoya;Hoyahoya;;;;hhy;false;living
Lamang;Lamang;;;;hia;false;living
Hibito;Hibito;;;;hib;false;extinct
Hidatsa;Hidatsa;;;;hid;false;living
Fiji Hindi;Fiji Hindi;;;;hif;false;living
Kamwe;Kamwe;;;;hig;false;living
Pamosu;Pamosu;;;;hih;false;living
Hinduri;Hinduri;;;;hii;false;living
Hijuk;Hijuk;;;;hij;false;living
Seit-Kaitetu;Seit-Kaitetu;;;;hik;false;living
Hiligaynon;Hiligaynon;;hil;hil;hil;false;living
Hindi;Hindi;hi;hin;hin;hin;true;living
Tsoa;Tsoa;;;;hio;false;living
Himarimã;Himarimã;;;;hir;false;living
Hittite;Hittite;;hit;hit;hit;false;ancient
Hiw;Hiw;;;;hiw;false;living
Hixkaryána;Hixkaryána;;;;hix;false;living
Haji;Haji;;;;hji;false;living
Kahe;Kahe;;;;hka;false;living
Hunde;Hunde;;;;hke;false;living
Hunjara-Kaina Ke;Hunjara-Kaina Ke;;;;hkk;false;living
Hong Kong Sign Language;Hong Kong Sign Language;;;;hks;false;living
Halia;Halia;;;;hla;false;living
Halbi;Halbi;;;;hlb;false;living
Halang Doan;Halang Doan;;;;hld;false;living
Hlersu;Hlersu;;;;hle;false;living
Nga La;Nga La;;;;hlt;false;living
Hieroglyphic Luwian;Hieroglyphic Luwian;;;;hlu;false;ancient
Southern Mashan Hmong;Southern Mashan Hmong;;;;hma;false;living
Humburi Senni Songhay;Humburi Senni Songhay;;;;hmb;false;living
Central Huishui Hmong;Central Huishui Hmong;;;;hmc;false;living
Large Flowery Miao;Large Flowery Miao;;;;hmd;false;living
Eastern Huishui Hmong;Eastern Huishui Hmong;;;;hme;false;living
Hmong Don;Hmong Don;;;;hmf;false;living
Southwestern Guiyang Hmong;Southwestern Guiyang Hmong;;;;hmg;false;living
Southwestern Huishui Hmong;Southwestern Huishui Hmong;;;;hmh;false;living
Northern Huishui Hmong;Northern Huishui Hmong;;;;hmi;false;living
Ge;Ge;;;;hmj;false;living
Maek;Maek;;;;hmk;false;extinct
Luopohe Hmong;Luopohe Hmong;;;;hml;false;living
Central Mashan Hmong;Central Mashan Hmong;;;;hmm;false;living
Hmong;Hmong;;hmn;hmn;hmn;false;living
Hiri Motu;Hiri Motu;ho;hmo;hmo;hmo;false;living
Northern Mashan Hmong;Northern Mashan Hmong;;;;hmp;false;living
Eastern Qiandong Miao;Eastern Qiandong Miao;;;;hmq;false;living
Hmar;Hmar;;;;hmr;false;living
Southern Qiandong Miao;Southern Qiandong Miao;;;;hms;false;living
Hamtai;Hamtai;;;;hmt;false;living
Hamap;Hamap;;;;hmu;false;living
Hmong Dô;Hmong Dô;;;;hmv;false;living
Western Mashan Hmong;Western Mashan Hmong;;;;hmw;false;living
Southern Guiyang Hmong;Southern Guiyang Hmong;;;;hmy;false;living
Hmong Shua;Hmong Shua;;;;hmz;false;living
Mina (Cameroon);Mina (Cameroon);;;;hna;false;living
Southern Hindko;Southern Hindko;;;;hnd;false;living
Chhattisgarhi;Chhattisgarhi;;;;hne;false;living
//Ani;//Ani;;;;hnh;false;living
Hani;Hani;;;;hni;false;living
Hmong Njua;Hmong Njua;;;;hnj;false;living
Hanunoo;Hanunoo;;;;hnn;false;living
Northern Hindko;Northern Hindko;;;;hno;false;living
Caribbean Hindustani;Caribbean Hindustani;;;;hns;false;living
Hung;Hung;;;;hnu;false;living
Hoava;Hoava;;;;hoa;false;living
Mari (Madang Province);Mari (Madang Province);;;;hob;false;living
Ho;Ho;;;;hoc;false;living
Holma;Holma;;;;hod;false;extinct
Horom;Horom;;;;hoe;false;living
Hobyót;Hobyót;;;;hoh;false;living
Holikachuk;Holikachuk;;;;hoi;false;living
Hadothi;Hadothi;;;;hoj;false;living
Holu;Holu;;;;hol;false;living
Homa;Homa;;;;hom;false;extinct
Holoholo;Holoholo;;;;hoo;false;living
Hopi;Hopi;;;;hop;false;living
Horo;Horo;;;;hor;false;extinct
Ho Chi Minh City Sign Language;Ho Chi Minh City Sign Language;;;;hos;false;living
Hote;Hote;;;;hot;false;living
Hovongan;Hovongan;;;;hov;false;living
Honi;Honi;;;;how;false;living
Holiya;Holiya;;;;hoy;false;living
Hozo;Hozo;;;;hoz;false;living
Hpon;Hpon;;;;hpo;false;living
Hawai'i Pidgin Sign Language;Hawai'i Pidgin Sign Language;;;;hps;false;living
Hrangkhol;Hrangkhol;;;;hra;false;living
Hre;Hre;;;;hre;false;living
Haruku;Haruku;;;;hrk;false;living
Horned Miao;Horned Miao;;;;hrm;false;living
Haroi;Haroi;;;;hro;false;living
Horuru;Horuru;;;;hrr;false;living
Hértevin;Hértevin;;;;hrt;false;living
Hruso;Hruso;;;;hru;false;living
Croatian;Croatian;hr;hrv;hrv;hrv;true;living
Hunsrik;Hunsrik;;;;hrx;false;living
Harzani;Harzani;;;;hrz;false;living
Upper Sorbian;Upper Sorbian;;hsb;hsb;hsb;false;living
Hungarian Sign Language;Hungarian Sign Language;;;;hsh;false;living
Hausa Sign Language;Hausa Sign Language;;;;hsl;false;living
Xiang Chinese;Xiang Chinese;;;;hsn;false;living
Harsusi;Harsusi;;;;hss;false;living
Hoti;Hoti;;;;hti;false;living
Minica Huitoto;Minica Huitoto;;;;hto;false;living
Hadza;Hadza;;;;hts;false;living
Hitu;Hitu;;;;htu;false;living
Middle Hittite;Middle Hittite;;;;htx;false;ancient
Huambisa;Huambisa;;;;hub;false;living
=/Hua;=/Hua;;;;huc;false;living
Huaulu;Huaulu;;;;hud;false;living
San Francisco Del Mar Huave;San Francisco Del Mar Huave;;;;hue;false;living
Humene;Humene;;;;huf;false;living
Huachipaeri;Huachipaeri;;;;hug;false;living
Huilliche;Huilliche;;;;huh;false;living
Huli;Huli;;;;hui;false;living
Northern Guiyang Hmong;Northern Guiyang Hmong;;;;huj;false;living
Hulung;Hulung;;;;huk;false;living
Hula;Hula;;;;hul;false;living
Hungana;Hungana;;;;hum;false;living
Hungarian;Hungarian;hu;hun;hun;hun;true;living
Hu;Hu;;;;huo;false;living
Hupa;Hupa;;hup;hup;hup;false;living
Tsat;Tsat;;;;huq;false;living
Halkomelem;Halkomelem;;;;hur;false;living
Huastec;Huastec;;;;hus;false;living
Humla;Humla;;;;hut;false;living
Murui Huitoto;Murui Huitoto;;;;huu;false;living
San Mateo Del Mar Huave;San Mateo Del Mar Huave;;;;huv;false;living
Hukumina;Hukumina;;;;huw;false;extinct
Nüpode Huitoto;Nüpode Huitoto;;;;hux;false;living
Hulaulá;Hulaulá;;;;huy;false;living
Hunzib;Hunzib;;;;huz;false;living
Haitian Vodoun Culture Language;Haitian Vodoun Culture Language;;;;hvc;false;living
San Dionisio Del Mar Huave;San Dionisio Del Mar Huave;;;;hve;false;living
Haveke;Haveke;;;;hvk;false;living
Sabu;Sabu;;;;hvn;false;living
Santa María Del Mar Huave;Santa María Del Mar Huave;;;;hvv;false;living
Wané;Wané;;;;hwa;false;living
Hawai'i Creole English;Hawai'i Creole English;;;;hwc;false;living
Hwana;Hwana;;;;hwo;false;living
Hya;Hya;;;;hya;false;living
Armenian;Armenian;hy;arm;hye;hye;true;living
Iaai;Iaai;;;;iai;false;living
Iatmul;Iatmul;;;;ian;false;living
Iapama;Iapama;;;;iap;false;living
Purari;Purari;;;;iar;false;living
Iban;Iban;;iba;iba;iba;false;living
Ibibio;Ibibio;;;;ibb;false;living
Iwaidja;Iwaidja;;;;ibd;false;living
Akpes;Akpes;;;;ibe;false;living
Ibanag;Ibanag;;;;ibg;false;living
Ibilo;Ibilo;;;;ibi;false;living
Ibaloi;Ibaloi;;;;ibl;false;living
Agoi;Agoi;;;;ibm;false;living
Ibino;Ibino;;;;ibn;false;living
Igbo;Igbo;ig;ibo;ibo;ibo;false;living
Ibuoro;Ibuoro;;;;ibr;false;living
Ibu;Ibu;;;;ibu;false;living
Ibani;Ibani;;;;iby;false;living
Ede Ica;Ede Ica;;;;ica;false;living
Etkywan;Etkywan;;;;ich;false;living
Icelandic Sign Language;Icelandic Sign Language;;;;icl;false;living
Islander Creole English;Islander Creole English;;;;icr;false;living
Idakho-Isukha-Tiriki;Idakho-Isukha-Tiriki;;;;ida;false;living
Indo-Portuguese;Indo-Portuguese;;;;idb;false;living
Idon;Idon;;;;idc;false;living
Ede Idaca;Ede Idaca;;;;idd;false;living
Idere;Idere;;;;ide;false;living
Idi;Idi;;;;idi;false;living
Ido;Ido;io;ido;ido;ido;false;constructed
Indri;Indri;;;;idr;false;living
Idesa;Idesa;;;;ids;false;living
Idaté;Idaté;;;;idt;false;living
Idoma;Idoma;;;;idu;false;living
Amganad Ifugao;Amganad Ifugao;;;;ifa;false;living
Batad Ifugao;Batad Ifugao;;;;ifb;false;living
Ifè;Ifè;;;;ife;false;living
Ifo;Ifo;;;;iff;false;extinct
Tuwali Ifugao;Tuwali Ifugao;;;;ifk;false;living
Teke-Fuumu;Teke-Fuumu;;;;ifm;false;living
Mayoyao Ifugao;Mayoyao Ifugao;;;;ifu;false;living
Keley-I Kallahan;Keley-I Kallahan;;;;ify;false;living
Ebira;Ebira;;;;igb;false;living
Igede;Igede;;;;ige;false;living
Igana;Igana;;;;igg;false;living
Igala;Igala;;;;igl;false;living
Kanggape;Kanggape;;;;igm;false;living
Ignaciano;Ignaciano;;;;ign;false;living
Isebe;Isebe;;;;igo;false;living
Interglossa;Interglossa;;;;igs;false;constructed
Igwe;Igwe;;;;igw;false;living
Iha Based Pidgin;Iha Based Pidgin;;;;ihb;false;living
Ihievbe;Ihievbe;;;;ihi;false;living
Iha;Iha;;;;ihp;false;living
Sichuan Yi;Sichuan Yi;ii;iii;iii;iii;false;living
Izon;Izon;;;;ijc;false;living
Biseni;Biseni;;;;ije;false;living
Ede Ije;Ede Ije;;;;ijj;false;living
Kalabari;Kalabari;;;;ijn;false;living
Southeast Ijo;Southeast Ijo;;;;ijs;false;living
Eastern Canadian Inuktitut;Eastern Canadian Inuktitut;;;;ike;false;living
Iko;Iko;;;;iki;false;living
Ika;Ika;;;;ikk;false;living
Ikulu;Ikulu;;;;ikl;false;living
Olulumo-Ikom;Olulumo-Ikom;;;;iko;false;living
Ikpeshi;Ikpeshi;;;;ikp;false;living
Western Canadian Inuktitut;Western Canadian Inuktitut;;;;ikt;false;living
Inuktitut;Inuktitut;iu;iku;iku;iku;false;living
Iku-Gora-Ankwa;Iku-Gora-Ankwa;;;;ikv;false;living
Ikwere;Ikwere;;;;ikw;false;living
Ik;Ik;;;;ikx;false;living
Ikizu;Ikizu;;;;ikz;false;living
Ile Ape;Ile Ape;;;;ila;false;living
Ila;Ila;;;;ilb;false;living
Interlingue;Interlingue;ie;ile;ile;ile;false;constructed
Garig-Ilgar;Garig-Ilgar;;;;ilg;false;extinct
Ili Turki;Ili Turki;;;;ili;false;living
Ilongot;Ilongot;;;;ilk;false;living
Iranun;Iranun;;;;ill;false;living
Iloko;Iloko;;ilo;ilo;ilo;false;living
International Sign;International Sign;;;;ils;false;living
Ili'uun;Ili'uun;;;;ilu;false;living
Ilue;Ilue;;;;ilv;false;living
Talur;Talur;;;;ilw;false;living
Mala Malasar;Mala Malasar;;;;ima;false;living
Imeraguen;Imeraguen;;;;ime;false;living
Anamgura;Anamgura;;;;imi;false;living
Miluk;Miluk;;;;iml;false;extinct
Imonda;Imonda;;;;imn;false;living
Imbongu;Imbongu;;;;imo;false;living
Imroing;Imroing;;;;imr;false;living
Marsian;Marsian;;;;ims;false;ancient
Milyan;Milyan;;;;imy;false;ancient
Interlingua (International Auxiliary Language Association);Interlingua (International Auxiliary Language Association);ia;ina;ina;ina;false;constructed
Inga;Inga;;;;inb;false;living
Indonesian;Indonesian;id;ind;ind;ind;true;living
Degexit'an;Degexit'an;;;;ing;false;living
Ingush;Ingush;;inh;inh;inh;false;living
Jungle Inga;Jungle Inga;;;;inj;false;living
Indonesian Sign Language;Indonesian Sign Language;;;;inl;false;living
Minaean;Minaean;;;;inm;false;ancient
Isinai;Isinai;;;;inn;false;living
Inoke-Yate;Inoke-Yate;;;;ino;false;living
Iñapari;Iñapari;;;;inp;false;living
Indian Sign Language;Indian Sign Language;;;;ins;false;living
Intha;Intha;;;;int;false;living
Ineseño;Ineseño;;;;inz;false;extinct
Inor;Inor;;;;ior;false;living
Tuma-Irumu;Tuma-Irumu;;;;iou;false;living
Iowa-Oto;Iowa-Oto;;;;iow;false;extinct
Ipili;Ipili;;;;ipi;false;living
Inupiaq;Inupiaq;ik;ipk;ipk;ipk;false;living
Ipiko;Ipiko;;;;ipo;false;living
Iquito;Iquito;;;;iqu;false;living
Iresim;Iresim;;;;ire;false;living
Irarutu;Irarutu;;;;irh;false;living
Irigwe;Irigwe;;;;iri;false;living
Iraqw;Iraqw;;;;irk;false;living
Irántxe;Irántxe;;;;irn;false;living
Ir;Ir;;;;irr;false;living
Irula;Irula;;;;iru;false;living
Kamberau;Kamberau;;;;irx;false;living
Iraya;Iraya;;;;iry;false;living
Isabi;Isabi;;;;isa;false;living
Isconahua;Isconahua;;;;isc;false;living
Isnag;Isnag;;;;isd;false;living
Italian Sign Language;Italian Sign Language;;;;ise;false;living
Irish Sign Language;Irish Sign Language;;;;isg;false;living
Esan;Esan;;;;ish;false;living
Nkem-Nkum;Nkem-Nkum;;;;isi;false;living
Ishkashimi;Ishkashimi;;;;isk;false;living
Icelandic;Icelandic;is;ice;isl;isl;true;living
Masimasi;Masimasi;;;;ism;false;living
Isanzu;Isanzu;;;;isn;false;living
Isoko;Isoko;;;;iso;false;living
Israeli Sign Language;Israeli Sign Language;;;;isr;false;living
Istriot;Istriot;;;;ist;false;living
Isu (Menchum Division);Isu (Menchum Division);;;;isu;false;living
Italian;Italian;it;ita;ita;ita;true;living
Binongan Itneg;Binongan Itneg;;;;itb;false;living
Itene;Itene;;;;ite;false;extinct
Inlaod Itneg;Inlaod Itneg;;;;iti;false;living
Judeo-Italian;Judeo-Italian;;;;itk;false;living
Itelmen;Itelmen;;;;itl;false;living
Itu Mbon Uzo;Itu Mbon Uzo;;;;itm;false;living
Itonama;Itonama;;;;ito;false;living
Iteri;Iteri;;;;itr;false;living
Isekiri;Isekiri;;;;its;false;living
Maeng Itneg;Maeng Itneg;;;;itt;false;living
Itawit;Itawit;;;;itv;false;living
Ito;Ito;;;;itw;false;living
Itik;Itik;;;;itx;false;living
Moyadan Itneg;Moyadan Itneg;;;;ity;false;living
Itzá;Itzá;;;;itz;false;living
Iu Mien;Iu Mien;;;;ium;false;living
Ibatan;Ibatan;;;;ivb;false;living
Ivatan;Ivatan;;;;ivv;false;living
I-Wak;I-Wak;;;;iwk;false;living
Iwam;Iwam;;;;iwm;false;living
Iwur;Iwur;;;;iwo;false;living
Sepik Iwam;Sepik Iwam;;;;iws;false;living
Ixcatec;Ixcatec;;;;ixc;false;living
Ixil;Ixil;;;;ixl;false;living
Iyayu;Iyayu;;;;iya;false;living
Mesaka;Mesaka;;;;iyo;false;living
Yaka (Congo);Yaka (Congo);;;;iyx;false;living
Ingrian;Ingrian;;;;izh;false;living
Izi-Ezaa-Ikwo-Mgbo;Izi-Ezaa-Ikwo-Mgbo;;;;izi;false;living
Izere;Izere;;;;izr;false;living
Jamamadí;Jamamadí;;;;jaa;false;living
Hyam;Hyam;;;;jab;false;living
Popti';Popti';;;;jac;false;living
Jahanka;Jahanka;;;;jad;false;living
Yabem;Yabem;;;;jae;false;living
Jara;Jara;;;;jaf;false;living
Jah Hut;Jah Hut;;;;jah;false;living
Zazao;Zazao;;;;jaj;false;living
Jakun;Jakun;;;;jak;false;living
Yalahatan;Yalahatan;;;;jal;false;living
Jamaican Creole English;Jamaican Creole English;;;;jam;false;living
Yanyuwa;Yanyuwa;;;;jao;false;living
Yaqay;Yaqay;;;;jaq;false;living
Jarawa (Nigeria);Jarawa (Nigeria);;;;jar;false;living
New Caledonian Javanese;New Caledonian Javanese;;;;jas;false;living
Jakati;Jakati;;;;jat;false;living
Yaur;Yaur;;;;jau;false;living
Javanese;Javanese;jv;jav;jav;jav;false;living
Jambi Malay;Jambi Malay;;;;jax;false;living
Yan-nhangu;Yan-nhangu;;;;jay;false;living
Jawe;Jawe;;;;jaz;false;living
Judeo-Berber;Judeo-Berber;;;;jbe;false;living
Arandai;Arandai;;;;jbj;false;living
Nafusi;Nafusi;;;;jbn;false;living
Lojban;Lojban;;jbo;jbo;jbo;false;constructed
Jofotek-Bromnya;Jofotek-Bromnya;;;;jbr;false;living
Jabutí;Jabutí;;;;jbt;false;living
Jukun Takum;Jukun Takum;;;;jbu;false;living
Jamaican Country Sign Language;Jamaican Country Sign Language;;;;jcs;false;living
Krymchak;Krymchak;;;;jct;false;living
Jad;Jad;;;;jda;false;living
Jadgali;Jadgali;;;;jdg;false;living
Judeo-Tat;Judeo-Tat;;;;jdt;false;living
Jebero;Jebero;;;;jeb;false;living
Jerung;Jerung;;;;jee;false;living
Jeng;Jeng;;;;jeg;false;living
Jeh;Jeh;;;;jeh;false;living
Yei;Yei;;;;jei;false;living
Jeri Kuo;Jeri Kuo;;;;jek;false;living
Yelmek;Yelmek;;;;jel;false;living
Dza;Dza;;;;jen;false;living
Jere;Jere;;;;jer;false;living
Manem;Manem;;;;jet;false;living
Jonkor Bourmataguil;Jonkor Bourmataguil;;;;jeu;false;living
Ngbee;Ngbee;;;;jgb;false;extinct
Judeo-Georgian;Judeo-Georgian;;;;jge;false;living
Ngomba;Ngomba;;;;jgo;false;living
Jehai;Jehai;;;;jhi;false;living
Jhankot Sign Language;Jhankot Sign Language;;;;jhs;false;living
Jina;Jina;;;;jia;false;living
Jibu;Jibu;;;;jib;false;living
Tol;Tol;;;;jic;false;living
Bu;Bu;;;;jid;false;living
Jilbe;Jilbe;;;;jie;false;living
Djingili;Djingili;;;;jig;false;living
Shangzhai;Shangzhai;;;;jih;false;living
Jiiddu;Jiiddu;;;;jii;false;living
Jilim;Jilim;;;;jil;false;living
Jimi (Cameroon);Jimi (Cameroon);;;;jim;false;living
Jiamao;Jiamao;;;;jio;false;living
Guanyinqiao;Guanyinqiao;;;;jiq;false;living
Jita;Jita;;;;jit;false;living
Youle Jinuo;Youle Jinuo;;;;jiu;false;living
Shuar;Shuar;;;;jiv;false;living
Buyuan Jinuo;Buyuan Jinuo;;;;jiy;false;living
Kubo;Kubo;;;;jko;false;living
Labir;Labir;;;;jku;false;living
Ngile;Ngile;;;;jle;false;living
Jamaican Sign Language;Jamaican Sign Language;;;;jls;false;living
Dima;Dima;;;;jma;false;living
Zumbun;Zumbun;;;;jmb;false;living
Machame;Machame;;;;jmc;false;living
Yamdena;Yamdena;;;;jmd;false;living
Jimi (Nigeria);Jimi (Nigeria);;;;jmi;false;living
Jumli;Jumli;;;;jml;false;living
Makuri Naga;Makuri Naga;;;;jmn;false;living
Kamara;Kamara;;;;jmr;false;living
Mashi (Nigeria);Mashi (Nigeria);;;;jms;false;living
Western Juxtlahuaca Mixtec;Western Juxtlahuaca Mixtec;;;;jmx;false;living
Jangshung;Jangshung;;;;jna;false;living
Jandavra;Jandavra;;;;jnd;false;living
Yangman;Yangman;;;;jng;false;extinct
Janji;Janji;;;;jni;false;living
Yemsa;Yemsa;;;;jnj;false;living
Rawat;Rawat;;;;jnl;false;living
Jaunsari;Jaunsari;;;;jns;false;living
Joba;Joba;;;;job;false;living
Wojenaka;Wojenaka;;;;jod;false;living
Jorá;Jorá;;;;jor;false;extinct
Jordanian Sign Language;Jordanian Sign Language;;;;jos;false;living
Jowulu;Jowulu;;;;jow;false;living
Jewish Palestinian Aramaic;Jewish Palestinian Aramaic;;;;jpa;false;historical
Japanese;Japanese;ja;jpn;jpn;jpn;true;living
Judeo-Persian;Judeo-Persian;;jpr;jpr;jpr;false;living
Jaqaru;Jaqaru;;;;jqr;false;living
Jarai;Jarai;;;;jra;false;living
Judeo-Arabic;Judeo-Arabic;;jrb;jrb;jrb;false;living
Jiru;Jiru;;;;jrr;false;living
Jorto;Jorto;;;;jrt;false;living
Japrería;Japrería;;;;jru;false;living
Japanese Sign Language;Japanese Sign Language;;;;jsl;false;living
Júma;Júma;;;;jua;false;living
Wannu;Wannu;;;;jub;false;living
Jurchen;Jurchen;;;;juc;false;extinct
Worodougou;Worodougou;;;;jud;false;living
Hõne;Hõne;;;;juh;false;living
Wapan;Wapan;;;;juk;false;living
Jirel;Jirel;;;;jul;false;living
Jumjum;Jumjum;;;;jum;false;living
Juang;Juang;;;;jun;false;living
Jiba;Jiba;;;;juo;false;living
Hupdë;Hupdë;;;;jup;false;living
Jurúna;Jurúna;;;;jur;false;living
Jumla Sign Language;Jumla Sign Language;;;;jus;false;living
Jutish;Jutish;;;;jut;false;living
Ju;Ju;;;;juu;false;living
Wãpha;Wãpha;;;;juw;false;living
Juray;Juray;;;;juy;false;living
Javindo;Javindo;;;;jvd;false;extinct
Caribbean Javanese;Caribbean Javanese;;;;jvn;false;living
Jwira-Pepesa;Jwira-Pepesa;;;;jwi;false;living
Jiarong;Jiarong;;;;jya;false;living
Judeo-Yemeni Arabic;Judeo-Yemeni Arabic;;;;jye;false;living
Jaya;Jaya;;;;jyy;false;living
Kara-Kalpak;Kara-Kalpak;;kaa;kaa;kaa;false;living
Kabyle;Kabyle;;kab;kab;kab;false;living
Kachin;Kachin;;kac;kac;kac;false;living
Kadara;Kadara;;;;kad;false;living
Ketangalan;Ketangalan;;;;kae;false;extinct
Katso;Katso;;;;kaf;false;living
Kajaman;Kajaman;;;;kag;false;living
Kara (Central African Republic);Kara (Central African Republic);;;;kah;false;living
Karekare;Karekare;;;;kai;false;living
Jju;Jju;;;;kaj;false;living
Kayapa Kallahan;Kayapa Kallahan;;;;kak;false;living
Kalaallisut;Kalaallisut;kl;kal;kal;kal;false;living
Kamba (Kenya);Kamba (Kenya);;kam;kam;kam;false;living
Kannada;Kannada;kn;kan;kan;kan;false;living
Xaasongaxango;Xaasongaxango;;;;kao;false;living
Bezhta;Bezhta;;;;kap;false;living
Capanahua;Capanahua;;;;kaq;false;living
Kashmiri;Kashmiri;ks;kas;kas;kas;false;living
Georgian;Georgian;ka;geo;kat;kat;true;living
Kanuri;Kanuri;kr;kau;kau;kau;false;living
Katukína;Katukína;;;;kav;false;living
Kawi;Kawi;;kaw;kaw;kaw;false;ancient
Kao;Kao;;;;kax;false;living
Kamayurá;Kamayurá;;;;kay;false;living
Kazakh;Kazakh;kk;kaz;kaz;kaz;false;living
Kalarko;Kalarko;;;;kba;false;extinct
Kaxuiâna;Kaxuiâna;;;;kbb;false;extinct
Kadiwéu;Kadiwéu;;;;kbc;false;living
Kabardian;Kabardian;;kbd;kbd;kbd;false;living
Kanju;Kanju;;;;kbe;false;living
Kakauhua;Kakauhua;;;;kbf;false;extinct
Khamba;Khamba;;;;kbg;false;living
Camsá;Camsá;;;;kbh;false;living
Kaptiau;Kaptiau;;;;kbi;false;living
Kari;Kari;;;;kbj;false;living
Grass Koiari;Grass Koiari;;;;kbk;false;living
Kanembu;Kanembu;;;;kbl;false;living
Iwal;Iwal;;;;kbm;false;living
Kare (Central African Republic);Kare (Central African Republic);;;;kbn;false;living
Keliko;Keliko;;;;kbo;false;living
Kabiyè;Kabiyè;;;;kbp;false;living
Kamano;Kamano;;;;kbq;false;living
Kafa;Kafa;;;;kbr;false;living
Kande;Kande;;;;kbs;false;living
Abadi;Abadi;;;;kbt;false;living
Kabutra;Kabutra;;;;kbu;false;living
Dera (Indonesia);Dera (Indonesia);;;;kbv;false;living
Kaiep;Kaiep;;;;kbw;false;living
Ap Ma;Ap Ma;;;;kbx;false;living
Manga Kanuri;Manga Kanuri;;;;kby;false;living
