name;common_name;iso_639_1;iso_639_2b;iso_639_2t;iso_639_3;is_common;type
Dubli;Dubli;;;;dub;false;living
Duna;Duna;;;;duc;false;living
Hun-Saare;Hun-Saare;;;;dud;false;living
Umiray Dumaget Agta;Umiray Dumaget Agta;;;;due;false;living
Dumbea;Dumbea;;;;duf;false;living
Duruma;Duruma;;;;dug;false;living
Dungra Bhil;Dungra Bhil;;;;duh;false;living
Dumun;Dumun;;;;dui;false;living
Dhuwal;Dhuwal;;;;duj;false;living
Uyajitaya;Uyajitaya;;;;duk;false;living
Alabat Island Agta;Alabat Island Agta;;;;dul;false;living
Middle Dutch (ca. 1050-1350);Middle Dutch (ca. 1050-1350);;dum;dum;dum;false;historical
Dusun Deyah;Dusun Deyah;;;;dun;false;living
Dupaninan Agta;Dupaninan Agta;;;;duo;false;living
Duano;Duano;;;;dup;false;living
Dusun Malang;Dusun Malang;;;;duq;false;living
Dii;Dii;;;;dur;false;living
Dumi;Dumi;;;;dus;false;living
Drung;Drung;;;;duu;false;living
Duvle;Duvle;;;;duv;false;living
Dusun Witu;Dusun Witu;;;;duw;false;living
Duungooma;Duungooma;;;;dux;false;living
Dicamay Agta;Dicamay Agta;;;;duy;false;extinct
Duli;Duli;;;;duz;false;extinct
Duau;Duau;;;;dva;false;living
Diri;Diri;;;;dwa;false;living
Walo Kumbe Dogon;Walo Kumbe Dogon;;;;dwl;false;living
Dawro;Dawro;;;;dwr;false;living
Dutton World Speedwords;Dutton World Speedwords;;;;dws;false;constructed
Dawawa;Dawawa;;;;dww;false;living
Dyan;Dyan;;;;dya;false;living
Dyaberdyaber;Dyaberdyaber;;;;dyb;false;extinct
Dyugun;Dyugun;;;;dyd;false;extinct
Villa Viciosa Agta;Villa Viciosa Agta;;;;dyg;false;extinct
Djimini Senoufo;Djimini Senoufo;;;;dyi;false;living
Yanda Dom Dogon;Yanda Dom Dogon;;;;dym;false;living
Dyangadi;Dyangadi;;;;dyn;false;living
Jola-Fonyi;Jola-Fonyi;;;;dyo;false;living
Dyula;Dyula;;dyu;dyu;dyu;false;living
Dyaabugay;Dyaabugay;;;;dyy;false;living
Tunzu;Tunzu;;;;dza;false;living
Daza;Daza;;;;dzd;false;living
Dazaga;Dazaga;;;;dzg;false;living
Dzalakha;Dzalakha;;;;dzl;false;living
Dzando;Dzando;;;;dzn;false;living
Dzongkha;Dzongkha;dz;dzo;dzo;dzo;false;living
Ebughu;Ebughu;;;;ebg;false;living
Eastern Bontok;Eastern Bontok;;;;ebk;false;living
Teke-Ebo;Teke-Ebo;;;;ebo;false;living
Ebrié;Ebrié;;;;ebr;false;living
Embu;Embu;;;;ebu;false;living
Eteocretan;Eteocretan;;;;ecr;false;ancient
Ecuadorian Sign Language;Ecuadorian Sign Language;;;;ecs;false;living
Eteocypriot;Eteocypriot;;;;ecy;false;ancient
E;E;;;;eee;false;living
Efai;Efai;;;;efa;false;living
Efe;Efe;;;;efe;false;living
Efik;Efik;;efi;efi;efi;false;living
Ega;Ega;;;;ega;false;living
Emilian;Emilian;;;;egl;false;living
Eggon;Eggon;;;;ego;false;living
Egyptian (Ancient);Egyptian (Ancient);;egy;egy;egy;false;ancient
Ehueun;Ehueun;;;;ehu;false;living
Eipomek;Eipomek;;;;eip;false;living
Eitiep;Eitiep;;;;eit;false;living
Askopan;Askopan;;;;eiv;false;living
Ejamat;Ejamat;;;;eja;false;living
Ekajuk;Ekajuk;;eka;eka;eka;false;living
Ekit;Ekit;;;;eke;false;living
Ekari;Ekari;;;;ekg;false;living
Eki;Eki;;;;eki;false;living
Standard Estonian;Standard Estonian;;;;ekk;false;living
Kol;Kol;;;;ekl;false;living
Elip;Elip;;;;ekm;false;living
Koti;Koti;;;;eko;false;living
Ekpeye;Ekpeye;;;;ekp;false;living
Yace;Yace;;;;ekr;false;living
Eastern Kayah;Eastern Kayah;;;;eky;false;living
Elepi;Elepi;;;;ele;false;living
El Hugeirat;El Hugeirat;;;;elh;false;living
Nding;Nding;;;;eli;false;extinct
Elkei;Elkei;;;;elk;false;living
Modern Greek (1453-);Greek;el;gre;ell;ell;true;living
Eleme;Eleme;;;;elm;false;living
El Molo;El Molo;;;;elo;false;living
Elpaputih;Elpaputih;;;;elp;false;living
Elu;Elu;;;;elu;false;living
Elamite;Elamite;;elx;elx;elx;false;ancient
Emai-Iuleha-Ora;Emai-Iuleha-Ora;;;;ema;false;living
Embaloh;Embaloh;;;;emb;false;living
Emerillon;Emerillon;;;;eme;false;living
Eastern Meohang;Eastern Meohang;;;;emg;false;living
Mussau-Emira;Mussau-Emira;;;;emi;false;living
Eastern Maninkakan;Eastern Maninkakan;;;;emk;false;living
Mamulique;Mamulique;;;;emm;false;extinct
Eman;Eman;;;;emn;false;living
Emok;Emok;;;;emo;false;extinct
Northern Emberá;Northern Emberá;;;;emp;false;living
Pacific Gulf Yupik;Pacific Gulf Yupik;;;;ems;false;living
Eastern Muria;Eastern Muria;;;;emu;false;living
Emplawas;Emplawas;;;;emw;false;living
Erromintxela;Erromintxela;;;;emx;false;living
Epigraphic Mayan;Epigraphic Mayan;;;;emy;false;extinct
Apali;Apali;;;;ena;false;living
Markweeta;Markweeta;;;;enb;false;living
En;En;;;;enc;false;living
Ende;Ende;;;;end;false;living
Forest Enets;Forest Enets;;;;enf;false;living
English;English;en;eng;eng;eng;true;living
Tundra Enets;Tundra Enets;;;;enh;false;living
Middle English (1100-1500);Middle English (1100-1500);;enm;enm;enm;false;historical
Engenni;Engenni;;;;enn;false;living
Enggano;Enggano;;;;eno;false;living
Enga;Enga;;;;enq;false;living
Emumu;Emumu;;;;enr;false;living
Enu;Enu;;;;enu;false;living
Enwan (Edu State);Enwan (Edu State);;;;env;false;living
Enwan (Akwa Ibom State);Enwan (Akwa Ibom State);;;;enw;false;living
Beti (Côte d'Ivoire);Beti (Côte d'Ivoire);;;;eot;false;living
Epie;Epie;;;;epi;false;living
Esperanto;Esperanto;eo;epo;epo;epo;false;constructed
Eravallan;Eravallan;;;;era;false;living
Sie;Sie;;;;erg;false;living
Eruwa;Eruwa;;;;erh;false;living
Ogea;Ogea;;;;eri;false;living
South Efate;South Efate;;;;erk;false;living
Horpa;Horpa;;;;ero;false;living
Erre;Erre;;;;err;false;extinct
Ersu;Ersu;;;;ers;false;living
Eritai;Eritai;;;;ert;false;living
Erokwanas;Erokwanas;;;;erw;false;living
Ese Ejja;Ese Ejja;;;;ese;false;living
Eshtehardi;Eshtehardi;;;;esh;false;living
North Alaskan Inupiatun;North Alaskan Inupiatun;;;;esi;false;living
Northwest Alaska Inupiatun;Northwest Alaska Inupiatun;;;;esk;false;living
Egypt Sign Language;Egypt Sign Language;;;;esl;false;living
Esuma;Esuma;;;;esm;false;extinct
Salvadoran Sign Language;Salvadoran Sign Language;;;;esn;false;living
Estonian Sign Language;Estonian Sign Language;;;;eso;false;living
Esselen;Esselen;;;;esq;false;extinct
Central Siberian Yupik;Central Siberian Yupik;;;;ess;false;living
Estonian;Estonian;et;est;est;est;true;living
Central Yupik;Central Yupik;;;;esu;false;living
Etebi;Etebi;;;;etb;false;living
Etchemin;Etchemin;;;;etc;false;extinct
Ethiopian Sign Language;Ethiopian Sign Language;;;;eth;false;living
Eton (Vanuatu);Eton (Vanuatu);;;;etn;false;living
Eton (Cameroon);Eton (Cameroon);;;;eto;false;living
Edolo;Edolo;;;;etr;false;living
Yekhee;Yekhee;;;;ets;false;living
Etruscan;Etruscan;;;;ett;false;ancient
Ejagham;Ejagham;;;;etu;false;living
Eten;Eten;;;;etx;false;living
Semimi;Semimi;;;;etz;false;living
Basque;Basque;eu;baq;eus;eus;true;living
Even;Even;;;;eve;false;living
Uvbie;Uvbie;;;;evh;false;living
Evenki;Evenki;;;;evn;false;living
Ewe;Ewe;ee;ewe;ewe;ewe;false;living
Ewondo;Ewondo;;ewo;ewo;ewo;false;living
Extremaduran;Extremaduran;;;;ext;false;living
Eyak;Eyak;;;;eya;false;extinct
Keiyo;Keiyo;;;;eyo;false;living
Uzekwe;Uzekwe;;;;eze;false;living
Fasu;Fasu;;;;faa;false;living
Fa D'ambu;Fa D'ambu;;;;fab;false;living
Wagi;Wagi;;;;fad;false;living
Fagani;Fagani;;;;faf;false;living
Finongan;Finongan;;;;fag;false;living
Baissa Fali;Baissa Fali;;;;fah;false;living
Faiwol;Faiwol;;;;fai;false;living
Faita;Faita;;;;faj;false;living
Fang (Cameroon);Fang (Cameroon);;;;fak;false;living
South Fali;South Fali;;;;fal;false;living
Fam;Fam;;;;fam;false;living
Fang (Equatorial Guinea);Fang (Equatorial Guinea);;fan;fan;fan;false;living
Faroese;Faroese;fo;fao;fao;fao;false;living
Palor;Palor;;;;fap;false;living
Fataleka;Fataleka;;;;far;false;living
Persian;Persian;fa;per;fas;fas;true;living
Fanti;Fanti;;fat;fat;fat;false;living
Fayu;Fayu;;;;fau;false;living
Fala;Fala;;;;fax;false;living
Southwestern Fars;Southwestern Fars;;;;fay;false;living
Northwestern Fars;Northwestern Fars;;;;faz;false;living
West Albay Bikol;West Albay Bikol;;;;fbl;false;living
Quebec Sign Language;Quebec Sign Language;;;;fcs;false;living
Feroge;Feroge;;;;fer;false;living
Foia Foia;Foia Foia;;;;ffi;false;living
Maasina Fulfulde;Maasina Fulfulde;;;;ffm;false;living
Fongoro;Fongoro;;;;fgr;false;living
Nobiin;Nobiin;;;;fia;false;living
Fyer;Fyer;;;;fie;false;living
Fijian;Fijian;fj;fij;fij;fij;true;living
Filipino;Filipino;;fil;fil;fil;false;living
Finnish;Finnish;fi;fin;fin;fin;true;living
Fipa;Fipa;;;;fip;false;living
Firan;Firan;;;;fir;false;living
Tornedalen Finnish;Tornedalen Finnish;;;;fit;false;living
Fiwaga;Fiwaga;;;;fiw;false;living
Kven Finnish;Kven Finnish;;;;fkv;false;living
Kalispel-Pend d'Oreille;Kalispel-Pend d'Oreille;;;;fla;false;living
Foau;Foau;;;;flh;false;living
Fali;Fali;;;;fli;false;living
North Fali;North Fali;;;;fll;false;living
Flinders Island;Flinders Island;;;;fln;false;extinct
Fuliiru;Fuliiru;;;;flr;false;living
Tsotsitaal;Tsotsitaal;;;;fly;false;living
Fe'fe';Fe'fe';;;;fmp;false;living
Far Western Muria;Far Western Muria;;;;fmu;false;living
Fanagalo;Fanagalo;;;;fng;false;living
Fania;Fania;;;;fni;false;living
Foodo;Foodo;;;;fod;false;living
Foi;Foi;;;;foi;false;living
Foma;Foma;;;;fom;false;living
Fon;Fon;;fon;fon;fon;false;living
Fore;Fore;;;;for;false;living
Siraya;Siraya;;;;fos;false;extinct
Fernando Po Creole English;Fernando Po Creole English;;;;fpe;false;living
Fas;Fas;;;;fqs;false;living
French;French;fr;fre;fra;fra;true;living
Cajun French;Cajun French;;;;frc;false;living
Fordata;Fordata;;;;frd;false;living
Frankish;Frankish;;;;frk;false;extinct
Middle French (ca. 1400-1600);Middle French (ca. 1400-1600);;frm;frm;frm;false;historical
Old French (842-ca. 1400);Old French (842-ca. 1400);;fro;fro;fro;false;historical
Arpitan;Arpitan;;;;frp;false;living
Forak;Forak;;;;frq;false;living
Northern Frisian;Northern Frisian;;frr;frr;frr;false;living
Eastern Frisian;Eastern Frisian;;frs;frs;frs;false;living
Fortsenal;Fortsenal;;;;frt;false;living
Western Frisian;Western Frisian;fy;fry;fry;fry;false;living
Finnish Sign Language;Finnish Sign Language;;;;fse;false;living
French Sign Language;French Sign Language;;;;fsl;false;living
Finland-Swedish Sign Language;Finland-Swedish Sign Language;;;;fss;false;living
Adamawa Fulfulde;Adamawa Fulfulde;;;;fub;false;living
Pulaar;Pulaar;;;;fuc;false;living
East Futuna;East Futuna;;;;fud;false;living
Borgu Fulfulde;Borgu Fulfulde;;;;fue;false;living
Pular;Pular;;;;fuf;false;living
Western Niger Fulfulde;Western Niger Fulfulde;;;;fuh;false;living
Bagirmi Fulfulde;Bagirmi Fulfulde;;;;fui;false;living
Ko;Ko;;;;fuj;false;living
Fulah;Fulah;ff;ful;ful;ful;false;living
Fum;Fum;;;;fum;false;living
Fulniô;Fulniô;;;;fun;false;living
Central-Eastern Niger Fulfulde;Central-Eastern Niger Fulfulde;;;;fuq;false;living
Friulian;Friulian;;fur;fur;fur;false;living
Futuna-Aniwa;Futuna-Aniwa;;;;fut;false;living
Furu;Furu;;;;fuu;false;living
Nigerian Fulfulde;Nigerian Fulfulde;;;;fuv;false;living
Fuyug;Fuyug;;;;fuy;false;living
Fur;Fur;;;;fvr;false;living
Fwâi;Fwâi;;;;fwa;false;living
Fwe;Fwe;;;;fwe;false;living
Ga;Ga;;gaa;gaa;gaa;false;living
Gabri;Gabri;;;;gab;false;living
Mixed Great Andamanese;Mixed Great Andamanese;;;;gac;false;living
Gaddang;Gaddang;;;;gad;false;living
Guarequena;Guarequena;;;;gae;false;living
Gende;Gende;;;;gaf;false;living
Gagauz;Gagauz;;;;gag;false;living
Alekano;Alekano;;;;gah;false;living
Borei;Borei;;;;gai;false;living
Gadsup;Gadsup;;;;gaj;false;living
Gamkonora;Gamkonora;;;;gak;false;living
Galoli;Galoli;;;;gal;false;living
Kandawo;Kandawo;;;;gam;false;living
Gan Chinese;Gan Chinese;;;;gan;false;living
Gants;Gants;;;;gao;false;living
Gal;Gal;;;;gap;false;living
Gata';Gata';;;;gaq;false;living
Galeya;Galeya;;;;gar;false;living
Adiwasi Garasia;Adiwasi Garasia;;;;gas;false;living
Kenati;Kenati;;;;gat;false;living
Mudhili Gadaba;Mudhili Gadaba;;;;gau;false;living
Nobonob;Nobonob;;;;gaw;false;living
Borana-Arsi-Guji Oromo;Borana-Arsi-Guji Oromo;;;;gax;false;living
Gayo;Gayo;;gay;gay;gay;false;living
West Central Oromo;West Central Oromo;;;;gaz;false;living
Gbaya (Central African Republic);Gbaya (Central African Republic);;gba;gba;gba;false;living
Kaytetye;Kaytetye;;;;gbb;false;living
Garawa;Garawa;;;;gbc;false;living
Karadjeri;Karadjeri;;;;gbd;false;living
Niksek;Niksek;;;;gbe;false;living
Gaikundi;Gaikundi;;;;gbf;false;living
Gbanziri;Gbanziri;;;;gbg;false;living
Defi Gbe;Defi Gbe;;;;gbh;false;living
Galela;Galela;;;;gbi;false;living
Bodo Gadaba;Bodo Gadaba;;;;gbj;false;living
Gaddi;Gaddi;;;;gbk;false;living
Gamit;Gamit;;;;gbl;false;living
Garhwali;Garhwali;;;;gbm;false;living
Mo'da;Mo'da;;;;gbn;false;living
Northern Grebo;Northern Grebo;;;;gbo;false;living
Gbaya-Bossangoa;Gbaya-Bossangoa;;;;gbp;false;living
Gbaya-Bozoum;Gbaya-Bozoum;;;;gbq;false;living
Gbagyi;Gbagyi;;;;gbr;false;living
Gbesi Gbe;Gbesi Gbe;;;;gbs;false;living
Gagadu;Gagadu;;;;gbu;false;living
Gbanu;Gbanu;;;;gbv;false;living
Eastern Xwla Gbe;Eastern Xwla Gbe;;;;gbx;false;living
Gbari;Gbari;;;;gby;false;living
Zoroastrian Dari;Zoroastrian Dari;;;;gbz;false;living
Mali;Mali;;;;gcc;false;living
Ganggalida;Ganggalida;;;;gcd;false;extinct
Galice;Galice;;;;gce;false;extinct
Guadeloupean Creole French;Guadeloupean Creole French;;;;gcf;false;living
Grenadian Creole English;Grenadian Creole English;;;;gcl;false;living
Gaina;Gaina;;;;gcn;false;living
Guianese Creole French;Guianese Creole French;;;;gcr;false;living
Colonia Tovar German;Colonia Tovar German;;;;gct;false;living
Gade Lohar;Gade Lohar;;;;gda;false;living
Pottangi Ollar Gadaba;Pottangi Ollar Gadaba;;;;gdb;false;living
Gugu Badhun;Gugu Badhun;;;;gdc;false;extinct
Gedaged;Gedaged;;;;gdd;false;living
Gude;Gude;;;;gde;false;living
Guduf-Gava;Guduf-Gava;;;;gdf;false;living
Ga'dang;Ga'dang;;;;gdg;false;living
Gadjerawang;Gadjerawang;;;;gdh;false;living
Gundi;Gundi;;;;gdi;false;living
Gurdjar;Gurdjar;;;;gdj;false;living
Gadang;Gadang;;;;gdk;false;living
Dirasha;Dirasha;;;;gdl;false;living
Laal;Laal;;;;gdm;false;living
Umanakaina;Umanakaina;;;;gdn;false;living
Ghodoberi;Ghodoberi;;;;gdo;false;living
Mehri;Mehri;;;;gdq;false;living
Wipi;Wipi;;;;gdr;false;living
Gudu;Gudu;;;;gdu;false;living
Godwari;Godwari;;;;gdx;false;living
Geruma;Geruma;;;;gea;false;living
Kire;Kire;;;;geb;false;living
Gboloo Grebo;Gboloo Grebo;;;;gec;false;living
Gade;Gade;;;;ged;false;living
Gengle;Gengle;;;;geg;false;living
Hutterite German;Hutterite German;;;;geh;false;living
Gebe;Gebe;;;;gei;false;living
Gen;Gen;;;;gej;false;living
Yiwom;Yiwom;;;;gek;false;living
ut-Ma'in;ut-Ma'in;;;;gel;false;living
Geme;Geme;;;;geq;false;living
Geser-Gorom;Geser-Gorom;;;;ges;false;living
Gera;Gera;;;;gew;false;living
Garre;Garre;;;;gex;false;living
Enya;Enya;;;;gey;false;living
Geez;Geez;;gez;gez;gez;false;ancient
Patpatar;Patpatar;;;;gfk;false;living
Gafat;Gafat;;;;gft;false;extinct
Gao;Gao;;;;gga;false;living
Gbii;Gbii;;;;ggb;false;living
Gugadj;Gugadj;;;;ggd;false;extinct
Guragone;Guragone;;;;gge;false;living
Gurgula;Gurgula;;;;ggg;false;living
Kungarakany;Kungarakany;;;;ggk;false;extinct
Ganglau;Ganglau;;;;ggl;false;living
Eastern Gurung;Eastern Gurung;;;;ggn;false;living
Southern Gondi;Southern Gondi;;;;ggo;false;living
Aghu Tharnggalu;Aghu Tharnggalu;;;;ggr;false;extinct
Gitua;Gitua;;;;ggt;false;living
Gagu;Gagu;;;;ggu;false;living
Gogodala;Gogodala;;;;ggw;false;living
Ghadamès;Ghadamès;;;;gha;false;living
Hiberno-Scottish Gaelic;Hiberno-Scottish Gaelic;;;;ghc;false;extinct
Southern Ghale;Southern Ghale;;;;ghe;false;living
Northern Ghale;Northern Ghale;;;;ghh;false;living
Geko Karen;Geko Karen;;;;ghk;false;living
Ghulfan;Ghulfan;;;;ghl;false;living
Ghanongga;Ghanongga;;;;ghn;false;living
Ghomara;Ghomara;;;;gho;false;extinct
Ghera;Ghera;;;;ghr;false;living
Guhu-Samane;Guhu-Samane;;;;ghs;false;living
Kutang Ghale;Kutang Ghale;;;;ght;false;living
Kitja;Kitja;;;;gia;false;living
Gibanawa;Gibanawa;;;;gib;false;living
Gail;Gail;;;;gic;false;living
Gidar;Gidar;;;;gid;false;living
Goaria;Goaria;;;;gig;false;living
Gilbertese;Gilbertese;;gil;gil;gil;false;living
Gimi (Eastern Highlands);Gimi (Eastern Highlands);;;;gim;false;living
Hinukh;Hinukh;;;;gin;false;living
Gelao;Gelao;;;;gio;false;living
Gimi (West New Britain);Gimi (West New Britain);;;;gip;false;living
Green Gelao;Green Gelao;;;;giq;false;living
Red Gelao;Red Gelao;;;;gir;false;living
North Giziga;North Giziga;;;;gis;false;living
Gitxsan;Gitxsan;;;;git;false;living
White Gelao;White Gelao;;;;giw;false;living
Gilima;Gilima;;;;gix;false;living
Giyug;Giyug;;;;giy;false;living
South Giziga;South Giziga;;;;giz;false;living
Geji;Geji;;;;gji;false;living
Kachi Koli;Kachi Koli;;;;gjk;false;living
Gonja;Gonja;;;;gjn;false;living
Gujari;Gujari;;;;gju;false;living
Guya;Guya;;;;gka;false;living
Ndai;Ndai;;;;gke;false;living
Gokana;Gokana;;;;gkn;false;living
Guinea Kpelle;Guinea Kpelle;;;;gkp;false;living
Scottish Gaelic;Scottish Gaelic;gd;gla;gla;gla;false;living
Bon Gula;Bon Gula;;;;glc;false;living
Nanai;Nanai;;;;gld;false;living
Irish;Irish;ga;gle;gle;gle;true;living
Galician;Galician;gl;glg;glg;glg;false;living
Northwest Pashayi;Northwest Pashayi;;;;glh;false;living
Guliguli;Guliguli;;;;gli;false;extinct
Gula Iro;Gula Iro;;;;glj;false;living
Gilaki;Gilaki;;;;glk;false;living
Galambu;Galambu;;;;glo;false;living
Glaro-Twabo;Glaro-Twabo;;;;glr;false;living
Gula (Chad);Gula (Chad);;;;glu;false;living
Manx;Manx;gv;glv;glv;glv;false;living
Glavda;Glavda;;;;glw;false;living
Gule;Gule;;;;gly;false;extinct
Gambera;Gambera;;;;gma;false;extinct
Gula'alaa;Gula'alaa;;;;gmb;false;living
Mághdì;Mághdì;;;;gmd;false;living
Middle High German (ca. 1050-1500);Middle High German (ca. 1050-1500);;gmh;gmh;gmh;false;historical
Middle Low German;Middle Low German;;;;gml;false;historical
Gbaya-Mbodomo;Gbaya-Mbodomo;;;;gmm;false;living
Gimnime;Gimnime;;;;gmn;false;living
Gumalu;Gumalu;;;;gmu;false;living
Gamo;Gamo;;;;gmv;false;living
Magoma;Magoma;;;;gmx;false;living
Mycenaean Greek;Mycenaean Greek;;;;gmy;false;ancient
Kaansa;Kaansa;;;;gna;false;living
Gangte;Gangte;;;;gnb;false;living
Guanche;Guanche;;;;gnc;false;extinct
Zulgo-Gemzek;Zulgo-Gemzek;;;;gnd;false;living
Ganang;Ganang;;;;gne;false;living
Ngangam;Ngangam;;;;gng;false;living
Lere;Lere;;;;gnh;false;living
Gooniyandi;Gooniyandi;;;;gni;false;living
//Gana;//Gana;;;;gnk;false;living
Gangulu;Gangulu;;;;gnl;false;extinct
Ginuman;Ginuman;;;;gnm;false;living
Gumatj;Gumatj;;;;gnn;false;living
Northern Gondi;Northern Gondi;;;;gno;false;living
Gana;Gana;;;;gnq;false;living
Gureng Gureng;Gureng Gureng;;;;gnr;false;extinct
Guntai;Guntai;;;;gnt;false;living
Gnau;Gnau;;;;gnu;false;living
Western Bolivian Guaraní;Western Bolivian Guaraní;;;;gnw;false;living
Ganzi;Ganzi;;;;gnz;false;living
Guro;Guro;;;;goa;false;living
Playero;Playero;;;;gob;false;living
Gorakor;Gorakor;;;;goc;false;living
Godié;Godié;;;;god;false;living
Gongduk;Gongduk;;;;goe;false;living
Gofa;Gofa;;;;gof;false;living
Gogo;Gogo;;;;gog;false;living
Old High German (ca. 750-1050);Old High German (ca. 750-1050);;goh;goh;goh;false;historical
Gobasi;Gobasi;;;;goi;false;living
Gowlan;Gowlan;;;;goj;false;living
Gowli;Gowli;;;;gok;false;living
Gola;Gola;;;;gol;false;living
Goan Konkani;Goan Konkani;;;;gom;false;living
Gondi;Gondi;;gon;gon;gon;false;living
Gone Dau;Gone Dau;;;;goo;false;living
Yeretuar;Yeretuar;;;;gop;false;living
Gorap;Gorap;;;;goq;false;living
Gorontalo;Gorontalo;;gor;gor;gor;false;living
Gronings;Gronings;;;;gos;false;living
Gothic;Gothic;;got;got;got;false;ancient
Gavar;Gavar;;;;gou;false;living
Gorowa;Gorowa;;;;gow;false;living
Gobu;Gobu;;;;gox;false;living
Goundo;Goundo;;;;goy;false;living
Gozarkhani;Gozarkhani;;;;goz;false;living
Gupa-Abawa;Gupa-Abawa;;;;gpa;false;living
Taiap;Taiap;;;;gpn;false;living
Ga'anda;Ga'anda;;;;gqa;false;living
Guiqiong;Guiqiong;;;;gqi;false;living
Guana (Brazil);Guana (Brazil);;;;gqn;false;extinct
Gor;Gor;;;;gqr;false;living
Rajput Garasia;Rajput Garasia;;;;gra;false;living
Grebo;Grebo;;grb;grb;grb;false;living
Ancient Greek (to 1453);Ancient Greek (to 1453);;grc;grc;grc;false;historical
Guruntum-Mbaaru;Guruntum-Mbaaru;;;;grd;false;living
Madi;Madi;;;;grg;false;living
Gbiri-Niragu;Gbiri-Niragu;;;;grh;false;living
Ghari;Ghari;;;;gri;false;living
Southern Grebo;Southern Grebo;;;;grj;false;living
Kota Marudu Talantang;Kota Marudu Talantang;;;;grm;false;living
Guarani;Guarani;gn;grn;grn;grn;false;living
Groma;Groma;;;;gro;false;living
Gorovu;Gorovu;;;;grq;false;living
Taznatit;Taznatit;;;;grr;false;living
Gresi;Gresi;;;;grs;false;living
Garo;Garo;;;;grt;false;living
Kistane;Kistane;;;;gru;false;living
Central Grebo;Central Grebo;;;;grv;false;living
Gweda;Gweda;;;;grw;false;living
Guriaso;Guriaso;;;;grx;false;living
Barclayville Grebo;Barclayville Grebo;;;;gry;false;living
Guramalum;Guramalum;;;;grz;false;living
Ghanaian Sign Language;Ghanaian Sign Language;;;;gse;false;living
German Sign Language;German Sign Language;;;;gsg;false;living
Gusilay;Gusilay;;;;gsl;false;living
Guatemalan Sign Language;Guatemalan Sign Language;;;;gsm;false;living
Gusan;Gusan;;;;gsn;false;living
Southwest Gbaya;Southwest Gbaya;;;;gso;false;living
Wasembo;Wasembo;;;;gsp;false;living
Greek Sign Language;Greek Sign Language;;;;gss;false;living
Swiss German;Swiss German;;gsw;gsw;gsw;false;living
Guató;Guató;;;;gta;false;living
Gbati-ri;Gbati-ri;;;;gti;false;living
Shiki;Shiki;;;;gua;false;living
Guajajára;Guajajára;;;;gub;false;living
Wayuu;Wayuu;;;;guc;false;living
Yocoboué Dida;Yocoboué Dida;;;;gud;false;living
Gurinji;Gurinji;;;;gue;false;living
Gupapuyngu;Gupapuyngu;;;;guf;false;living
Paraguayan Guaraní;Paraguayan Guaraní;;;;gug;false;living
Guahibo;Guahibo;;;;guh;false;living
Eastern Bolivian Guaraní;Eastern Bolivian Guaraní;;;;gui;false;living
Gujarati;Gujarati;gu;guj;guj;guj;true;living
Gumuz;Gumuz;;;;guk;false;living
Sea Island Creole English;Sea Island Creole English;;;;gul;false;living
Guambiano;Guambiano;;;;gum;false;living
Mbyá Guaraní;Mbyá Guaraní;;;;gun;false;living
Guayabero;Guayabero;;;;guo;false;living
Gunwinggu;Gunwinggu;;;;gup;false;living
Aché;Aché;;;;guq;false;living
Farefare;Farefare;;;;gur;false;living
Guinean Sign Language;Guinean Sign Language;;;;gus;false;living
Maléku Jaíka;Maléku Jaíka;;;;gut;false;living
Yanomamö;Yanomamö;;;;guu;false;living
Gey;Gey;;;;guv;false;extinct
Gun;Gun;;;;guw;false;living
Gourmanchéma;Gourmanchéma;;;;gux;false;living
Gusii;Gusii;;;;guz;false;living
Guana (Paraguay);Guana (Paraguay);;;;gva;false;living
Guanano;Guanano;;;;gvc;false;living
Duwet;Duwet;;;;gve;false;living
Golin;Golin;;;;gvf;false;living
Guajá;Guajá;;;;gvj;false;living
Gulay;Gulay;;;;gvl;false;living
Gurmana;Gurmana;;;;gvm;false;living
Kuku-Yalanji;Kuku-Yalanji;;;;gvn;false;living
Gavião Do Jiparaná;Gavião Do Jiparaná;;;;gvo;false;living
Pará Gavião;Pará Gavião;;;;gvp;false;living
Western Gurung;Western Gurung;;;;gvr;false;living
Gumawana;Gumawana;;;;gvs;false;living
Guyani;Guyani;;;;gvy;false;extinct
Mbato;Mbato;;;;gwa;false;living
Gwa;Gwa;;;;gwb;false;living
Kalami;Kalami;;;;gwc;false;living
Gawwada;Gawwada;;;;gwd;false;living
Gweno;Gweno;;;;gwe;false;living
Gowro;Gowro;;;;gwf;false;living
Moo;Moo;;;;gwg;false;living
Gwichʼin;Gwichʼin;;gwi;gwi;gwi;false;living
/Gwi;/Gwi;;;;gwj;false;living
Gwandara;Gwandara;;;;gwn;false;living
Gwere;Gwere;;;;gwr;false;living
Gawar-Bati;Gawar-Bati;;;;gwt;false;living
Guwamu;Guwamu;;;;gwu;false;extinct
Kwini;Kwini;;;;gww;false;living
Gua;Gua;;;;gwx;false;living
Wè Southern;Wè Southern;;;;gxx;false;living
Northwest Gbaya;Northwest Gbaya;;;;gya;false;living
Garus;Garus;;;;gyb;false;living
Kayardild;Kayardild;;;;gyd;false;living
Gyem;Gyem;;;;gye;false;living
Gungabula;Gungabula;;;;gyf;false;extinct
Gbayi;Gbayi;;;;gyg;false;living
Gyele;Gyele;;;;gyi;false;living
Gayil;Gayil;;;;gyl;false;living
